rpf_key,code,name,rpt_file,group,sql_len,legacy_tables
"1,042",RP5660001,รายงานตรวจสอบเอกสารตั้งหนี้เจ้าหนี้ไม่เท่ากับเอกสารลงบัญชี,AP566001.rpt,RP,0,
"1,043",RP5170001,รายงานตรวจสอบเอกสารรับชำระหนี้ไม่เท่ากับเอกสารลงบัญชี,AR517001.rpt,RP,0,
"1,044",RP5670001,รายงานตรวจสอบเอกสารจ่ายชำระหนี้ไม่เท่ากับเอกสารลงบัญชี,AP567001.rpt,RP,0,
"1,047",SQL00101401,รายงานสถานะเอกสารที่วางบิล/ที่ยังไม่วางบิล,FN001014.rpt,SQL,844,ARDETAIL ARFILE DOCINFO DOCTYPE TRANPAYA TRANPAYH
"1,048",SQL09050002,รายงานรายชื่อบัญชีธนาคาร,SETBNK002.rpt,SQL,310,BANKACCOUNT
"1,049",SQL09050001,รายงานรายชื่อธนาคารและอักษรย่อ,SETBNK001.rpt,SQL,67,BANKFILE
"1,051",SQL03010006,รายงานเช็คเด้ง,BK030006.rpt,SQL,396,CHEQUEIN
"1,053",SQL03010008,รายงานรายละเอียดใบผ่านเช็คจ่าย,BK030008.rpt,SQL,242,CHEQUEBOOK
"1,054",SQL03010009,รายงานใบเปลี่ยนเช็คจ่าย,BK030009.rpt,SQL,315,CHEQUEBOOK
"1,055",SQL03010010,รายงานใบโอนบัญชีธนาคาร,BK030010.rpt,SQL,235,BANKSTATEMENT
"1,057",SQL03010007,รายงานรายละเอียดใบถอนเงินสด,BK030007.rpt,SQL,601,BANKACCOUNT BANKSTATEMENT CASHACCOUNT CASHBOOK DOCINFO DOCTYPE
"1,058",SQL03010014,รายงานสรุปใบถอนเงินสด,BK030013.rpt,SQL,781,BANKACCOUNT BANKSTATEMENT BRANCH TRANPAYH
"1,059",SQL03010017,รายงานสรุปใบผ่านเช็คจ่าย,BK030020.rpt,SQL,719,CHEQUEBOOK TRANPAYH
"1,060",SQL03010019,รายงานสรุปใบโอนเงินระหว่างธนาคาร,BK030015.rpt,SQL,654,DOCINFO
"1,063",FRMS35002002,ใบฝากเช็ค บัญชีออมทรัพย์ ธ.กรุงเทพ,DOC35002.rpt,FRMS,1004,DOCINFO
"1,064",FRMS35002001,ใบฝากเช็ครับ,DOC35001.rpt,FRMS,885,DOCINFO
"1,065",FRMS35002003,ใบฝากเช็ค บัญชีกระแสรายวัน ธ.กรุงเทพ,DOC35003.rpt,FRMS,1004,DOCINFO
"1,066",FRMS35002004,ใบฝากเช็ค บัญชีออมทรัพย์ ธ.กสิกรไทย,DOC35004.rpt,FRMS,1004,DOCINFO
"1,068",SQL03010002,รายงานรายละเอียดใบนำฝากเช็ครับ ตามเอกสาร,BK030002.rpt,SQL,332,CHEQUEIN
"1,069",SQL03010003,รายงานรายละเอียดใบผ่านเช็ครับ ตามเอกสาร,BK030003.rpt,SQL,516,BRANCH TRANPAYH
"1,070",SQL03010013,รายงานสรุปใบนำฝากเงินสด ตามเอกสาร,BK030013.rpt,SQL,781,BANKACCOUNT BANKSTATEMENT BRANCH TRANPAYH
"1,072",SQL03010001,รายงานใบฝากเงินสด,BK030001.rpt,SQL,322,DOCINFO
"1,073",SQL03010004,รายงานรายละเอียดใบคืนเช็ครับ ตามเอกสาร,BK030004.rpt,SQL,407,CHEQUEIN
"1,074",SQL03010005,รายงานรายละเอียดใบเปลี่ยนเช็ครับ ตามเอกสาร,BK030005.rpt,SQL,321,CHEQUEIN
"1,076",SQL03010015,รายงานสรุปใบผ่านเช็ครับ,BK030013.rpt,SQL,781,BANKACCOUNT BANKSTATEMENT BRANCH TRANPAYH
"1,077",SQL03010016,รายงานสรุปใบคืนเช็ครับ ตามเอกสาร,BK030021.rpt,SQL,853,DOCINFO
"1,078",SQL03010018,รายงานสรุปใบนำฝากเช็ค,BK030014.rpt,SQL,293,DOCINFO
"1,079",SQL03010020,รายงานสรุปใบเปลี่ยนเช็ครับ ตามเอกสาร,BK030016.rpt,SQL,331,DOCINFO
"1,082",FRMS35002005,ใบฝากเช็ค บัญชีกระแสรายวัน ธ.กสิกรไทย,DOC35005.rpt,FRMS,1004,DOCINFO
"1,083",SQL00001003,รายงานผลิตสินค้าตามโครงการ (แสดงทุนจริง),PJ000003.rpt,SQL,1077,SKUMOVE
"1,084",SQL00001001,รายงานการรับสินค้าจากการผลิตตามโครงการ,PJ000001.rpt,SQL,1173,DOCINFO
"1,085",SQLPJ001002,รายงานเบิก - คืนสินค้าตามโครงการ,PJ000002.rpt,SQLPJ,904,BRANCH BRAND DEPTTAB DOCINFO DOCTYPE ICCAT ICDEPT MKTPLAN PRJTAB PRMTPLAN SKUMASTER SKUMOVE TRANSTKH UOFQTY
"1,087",SQLPJ001004,รายงานเบิก - คืนสินค้า เฉพาะโครงการใช้งาน,PJ000004.rpt,SQLPJ,932,BRANCH BRAND DEPTTAB DOCINFO DOCTYPE ICCAT ICDEPT MKTPLAN PRJTAB PRMTPLAN SKUMASTER SKUMOVE TRANSTKH UOFQTY
"1,088",SQL00001003_1,รายงานผลิตสินค้า- เฉพาะโครงการใช้งาน-แสดงทุนจริง,PJ000003.rpt,SQL,1105,SKUMOVE
"1,090",SQL00001001_1,รายงานผลิตสินค้า- เฉพาะโครงการใช้งาน,PJ000001.rpt,SQL,1176,DOCINFO
"1,091",SQL0302001,รายงานรายละเอียดสมุดเงินสดย่อย,SETCAS02.rpt,SQL,508,CASHBOOK
"1,092",CAS0103002,รายงานสรุปสมุดเงินสด ตามรหัสบัญชี,CASH03001.rpt,CAS,474,CASHBOOK
"1,094",RP6120001,รายงานรายละเอียดการเคลื่อนไหวสมุดเงินสด,CAS612001.rpt,RP,0,
"1,097",RP6130001,รายงานสรุปเคลื่อนไหวสมุดเงินสด,CAS613001.rpt,RP,0,
"1,098",FRM1160101,ใบแสดงผลต่างการตรวจนับสินค้า,DOC11601.rpt,FRM,0,
"1,099",TFRM1160201,ใบแสดงผลต่างการตรวจนับสินค้า Text Mode,TDOC11601.txt,TFRM,0,
"1,101",RP17201009,รายงานผลต่างตรวจนับก่อนยืนยันยอด - ตามตำแหน่งเก็บ,IC172009.rpt,RP,0,
"1,102",RP17201001,รายงานผลต่างตรวจนับก่อนยืนยันยอด- ตามตำแหน่งเก็บ(Lot/Serial),IC172001.rpt,RP,0,
"1,104",RP17201002,รายงานผลต่างตรวจนับก่อนยืนยันยอด - ตามประเภท (Lot/Serial),IC172002.rpt,RP,0,
"1,105",RP17201010,รายงานผลต่างตรวจนับก่อนยืนยันยอด - ตามประเภท,IC172010.rpt,RP,0,
"1,106",RP17201003,รายงานผลต่างตรวจนับก่อนยันยันยอด - ตามหมวด (Lot/Serial),IC172003.rpt,RP,0,
"1,107",RP17201011,รายงานผลต่างตรวจนับก่อนยืนยันยอด - ตามหมวด,IC172011.rpt,RP,0,
"1,108",RP17201004,รายงานผลต่างตรวจนับก่อนยืนยันยอด - ตามยี่ห้อ (Lot/Serial),IC172004.rpt,RP,0,
"1,109",RP17201012,รายงานผลต่างตรวจนับก่อนยืนยันยอด - ตามยี่ห้อ,IC172012.rpt,RP,0,
"1,110",RP17201013,รายงานสินค้าไม่ได้ตรวจนับ(ก่อนยืนยันยอด),IC172013.rpt,RP,0,
"1,112",RP17301001,รายงานผลต่างตรวจนับหลังยืนยันยอด- ตามตำแหน่งเก็บ(Lot/Serial),IC173001.rpt,RP,0,
"1,113",RP17301005,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามตำแหน่งเก็บ,IC173005.rpt,RP,0,
"1,114",RP17301002,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามประเภท (Lot/Serial),IC173002.rpt,RP,0,
"1,115",RP17301006,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามประเภท,IC173006.rpt,RP,0,
"1,116",RP17301003,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามหมวด (Lot/Serial),IC173003.rpt,RP,0,
"1,117",RP17301007,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามหมวด,IC173007.rpt,RP,0,
"1,118",RP17301004,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามยี่ห้อ (Lot/Serial),IC173004.rpt,RP,0,
"1,119",RP17301008,รายงานผลต่างตรวจนับหลังยืนยันยอด - ตามยี่ห้อ,IC173008.rpt,RP,0,
"1,121",RP173010009,รายงานสินค้าไม่ได้ตรวจนับ(หลังยืนยันยอด),IC173009.rpt,RP,0,
"1,124",RP45403001,งบแสดงฐานะการเงิน,GL454001.rpt,RP,0,
"1,125",RP45503001,งบกำไรขาดทุน,GL455001.rpt,RP,0,
"1,126",RP45603001,งบประกอบต้นทุน,GL456001.rpt,RP,0,
"1,128",RP51903002,รายงานสรุปประมาณกำไร(ขาดทุน)จากอัตราแลกเปลี่ยน ตามสกุลเงิน,AR519002.rpt,RP,0,
"1,129",RP51903003,รายงานสรุปประมาณกำไร(ขาดทุน)จากอัตราแลกเปลี่ยน ตามลูกหนี้,AR519003.rpt,RP,0,
"1,130",RP51903004,รายงานสรุปประมาณกำไร(ขาดทุน)จากอัตราแลกเปลี่ยน ตามเอกสาร,AR519004.rpt,RP,0,
"1,131",RP56903002,รายงานสรุปประมาณกำไร(ขาดทุน) จากอัตราแลกเปลี่ยน ตามสกุลเงิน,AP569002.rpt,RP,0,
"1,132",RP56903003,รายงานสรุปประมาณกำไร(ขาดทุน) จากอัตราแลกเปลี่ยน ตามเจ้าหนี้,AP569003.rpt,RP,0,
"1,133",RP56903004,รายงานสรุปประมาณกำไร(ขาดทุน) จากอัตราแลกเปลี่ยน ตามเอกสาร,AP569004.rpt,RP,0,
"1,134",POS04008001,รายงานเครื่องบันทึกเงินสดที่ไม่นำส่งยอดขาย,POS04001.rpt,POS,0,
"1,135",SQL00002102,รายงานรายละเอียดค่าใช้จ่ายย่อย,FN000102.rpt,SQL,1162,BRANCH DEPTTAB DOCINFO DOCTYPE POSPAIDOUT PRJTAB TRANPAYH TRANPAYO VATTABLE
"1,137",SQL00002104,รายงานสรุปค่าใช้จ่ายย่อย,FN000104.rpt,SQL,939,DOCINFO
"1,138",SQL00002103,รายงานสรุปรายได้ย่อย ตามรหัสรายได้ย่อย,FN000103.rpt,SQL,854,DOCINFO
"1,139",SQL00002101,รายงานรายละเอียดรายได้ย่อย ตามเอกสาร,FN000101.rpt,SQL,871,BRANCH DEPTTAB DOCINFO DOCTYPE POSPAIDIN PRJTAB TRANPAYH TRANPAYI
"1,140",SQL00002103.,รายงานสรุปรายได้ย่อย ตามเอกสาร,FN000108.rpt,SQL,893,DOCINFO
"1,143",SQL00002105,รายงานเปรียบเทียบค่าใช้จ่าย 12 เดือน,FN000105.rpt,SQL,825,DOCINFO
"1,144",SQL00002107,รายงานเปรียบเทียบค่าใช้จ่าย 6 เดือน,FN000107.rpt,SQL,825,DOCINFO
"1,145",SQL00002106,รายงานเปรียบเทียบค่าใช้จ่าย ไตรมาส,FN000106.rpt,SQL,825,DOCINFO
"1,148",SQL02105201,รายงานชื่อตารางราคาขาย,SP021201.rpt,SQL,91,ARPRICETAB
"1,149",SQL14005001,รายงานเปรียบเทียบราคาขายกับราคาทุน,IC140001.rpt,SQL,1145,ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUMASTER UOFQTY WAREHOUSE WARELOCATION
"1,150",RP15403001,รายงานสรุปการลงบัญชี ตามรหัสบัญชี,GL154001.RPT,RP,0,
"1,151",SQL0104001,รายงานสรุปใบปรับปรุงบัญชี,GL040002.rpt,SQL,610,DOCINFO
"1,153",FRM1210105,ใบขายสด (Letter),DOC12105.RPT,FRM,0,
"1,154",FRM1210101,ใบขายสด,DOC12101.rpt,FRM,0,
"1,155",FRM1210102,ใบขายสด พร้อมรหัสสินค้า,DOC12102.rpt,FRM,0,
"1,156",FRM1210103,ใบขายสด แบบเส้นตาราง,DOC12103.rpt,FRM,0,
"1,157",FRM1210104,ใบขายสด แบบเส้นตาราง พร้อมรหัสสินค้า,DOC12104.rpt,FRM,0,
"1,158",SQL11001002-4,รายงานสรุปใบขายสด ตามสินค้า,IC110038_04.rpt,SQL,2964,DOCINFO
"1,159",TFRM1210102,ใบขายสด พร้อมรหัส Text Mode,TDOC12102.txt,TFRM,0,
"1,160",SQL110012011,รายงานสรุปใบขายสด ตามเอกสาร,IC110210.rpt,SQL,1257,ARCAT ARCONDITION ARDETAIL ARFILE BRANCH DEPTTAB DOCINFO DOCTYPE MKTPLAN PRJTAB PRMTPLAN SALESMAN SHIPBY SLDETAIL TRANSTKD TRANSTKH VATTABLE
"1,161",SQL11001002-2,รายงานรายละเอียดใบขายสด ตามเอกสาร,IC110039.rpt,SQL,2146,DOCINFO
"1,162",SQL11001002-3,รายงานรายละเอียดใบขายสด ตามสินค้า,IC110007_1.rpt,SQL,2979,DOCINFO
"1,163",SQL110012011-1,รายงานสรุปสินค้าใบขายสด ตามลูกหนี้,IC110046_02.rpt,SQL,2964,DOCINFO
"1,164",SQL11001201-2,รายงานสรุปใบขายสด ตามโครงการ,IC110047_02.rpt,SQL,2964,DOCINFO
"1,165",TFRM1210101,ใบขายสด Text Mode,TDOC12101.txt,TFRM,0,
"1,171",SQL11001001_1,รายงานใบขายสด ตัดสต็อกตามรายการ,IC110045-3.rpt,SQL,3069,SKUMASTER
"1,172",FRM1060105,ใบขายสินค้า (Letter),DOC10605.RPT,FRM,0,
"1,173",FRM1060103,ใบขายสินค้า แบบเส้นตาราง,DOC10603.RPT,FRM,0,
"1,174",FRM1060104,ใบขายสินค้า แบบเส้นตาราง พร้อมรหัสสินค้า,DOC10604.RPT,FRM,0,
"1,175",FRM1060102,ใบขายสินค้า พร้อมรหัสสินค้า,DOC10602.RPT,FRM,0,
"1,176",FRM1060101,ใบขายสินค้า,DOC10601.RPT,FRM,0,
"1,177",SQL11001002_4,รายงานสรุปใบขายเชื่อ ตามสินค้า,IC110038.rpt,SQL,2964,DOCINFO
"1,178",SQL11001201_2,รายงานสรุปสินค้าใบขายเชื่อ ตามลูกหนี้,IC110046_03.rpt,SQL,2964,DOCINFO
"1,179",SQL11001201_1,รายงานสรุปเอกสารใบขายเชื่อ ตามโครงการ,IC110047_03.rpt,SQL,2964,DOCINFO
"1,180",SQL110012012,รายงานสรุปใบขายเชื่อ ตามเอกสาร,IC110211.rpt,SQL,1257,ARCAT ARCONDITION ARDETAIL ARFILE BRANCH DEPTTAB DOCINFO DOCTYPE MKTPLAN PRJTAB PRMTPLAN SALESMAN SHIPBY SLDETAIL TRANSTKD TRANSTKH VATTABLE
"1,181",TFRM1060101,ใบขายสินค้า Text Mode,TDOC10601.txt,TFRM,0,
"1,182",SQL11001002-1,รายงานรายละเอียดยอดขายสินค้า ตามเอกสาร,IC110002.rpt,SQL,2743,DOCINFO
"1,183",SQL11001002_3,รายงานรายละเอียดใบขายเชื่อ ตามสินค้า,IC110007_2.rpt,SQL,2979,DOCINFO
"1,189",SQL11001002_2,รายงานใบขายสินค้า ตัดสต็อกตามรายการ,IC110045-2.rpt,SQL,3069,SKUMASTER
"1,190",FRM1070105,ใบรับคืนสินค้า (Letter),DOC10705.RPT,FRM,0,
"1,191",FRM1070101,ใบรับคืนสินค้า,DOC10701.RPT,FRM,0,
"1,192",FRM1070103,ใบรับคืนสินค้า แบบเส้นตาราง,DOC10703.RPT,FRM,0,
"1,193",FRM1070104,ใบรับคืนสินค้า แบบเส้นตาราง พร้อมรหัสสินค้า,DOC10704.RPT,FRM,0,
"1,194",FRM1070102,ใบรับคืนสินค้า พร้อมรหัสสินค้า,DOC10702.RPT,FRM,0,
"1,195",SQL128010004,ใบรับคืนสินค้าเงินสด แบบเส้นตาราง พร้อมรหัสสินค้า,DOC12804.RPT,SQL,4568,BANKACCOUNT DOCINFO
"1,196",SQL128010002,ใบรับคืนสินค้าเงินสด พร้อมรหัสสินค้า,DOC12802.RPT,SQL,4568,BANKACCOUNT DOCINFO
"1,197",SQL128010003,ใบรับคืนสินค้าเงินสด แบบเส้นตาราง,DOC12803.RPT,SQL,4568,BANKACCOUNT DOCINFO
"1,198",SQL11001003_2,รายงานรายละเอียดใบรับคืนสินค้า ตามสินค้า,IC110007_3.rpt,SQL,3011,DOCINFO
"1,199",SQL11001003_4,รายงานสรุปใบรับคืนสินค้า ตามสินค้า,IC110038_03.rpt,SQL,2995,DOCINFO
"1,200",SQL128010001,ใบรับคืนสินค้าเงินสด,DOC12801.RPT,SQL,4568,BANKACCOUNT DOCINFO
"1,201",TFRM1070102,ใบรับคืนสินค้าจากการขาย Text Mode พร้อมรหัส,TDOC10702.txt,TFRM,0,
"1,202",SQL11001201_3,รายงานสรุปสินค้ารับคืน ตามลูกหนี้,IC110046.rpt,SQL,2996,DOCINFO
"1,203",SQL11001201_4,รายงานสรุปใบรับคืนสินค้า ตามโครงการ,IC110047.rpt,SQL,2996,DOCINFO
"1,211",SQL110012013,รายงานสรุปใบรับคืนสินค้า ตามเอกสาร,IC110211_02.rpt,SQL,2854,DOCINFO
"1,212",SQL11001003,รายงานรายละเอียดใบรับคืนสินค้า ตามเอกสาร,IC110003.rpt,SQL,2808,DOCINFO
"1,213",SQL11001004,รายงานใบรับคืนสินค้า ตัดสต็อกตามรายการ,IC110045.rpt,SQL,3096,SKUMASTER
"1,214",TSQL12801002,ใบรับคืนสินค้าเงินสด Text Mode พร้อมรหัสสินค้า,TDOC12802.txt,TSQL,4425,ADDRBOOK ARCAT ARCONDITION ARDETAIL ARFILE BANKACCOUNT BANKFILE BRANCH DEPTTAB DOCINFO DOCTYPE GOODSMASTER MKTPLAN PAYMENTTYPE PRJTAB PRMTPLAN SALESMAN SHIPBY SKUMASTER SLDETAIL TRANPAYD TRANPAYH TRANSTKD TRANSTKH VATTABLE WAREHOUSE WARELOCATION
"1,215",SQL128010005,ใบรับคืนสินค้าเงินสด (Letter),DOC12805.RPT,SQL,4589,BANKACCOUNT DOCINFO
"1,216",RP8510400001,รายงานแสดงการกำหนดสิทธิ์ตามตำแหน่งหน้าที่,DI851001.RPT,RP,0,
"1,217",RP8520400001,รายงานแสดงการกำหนดสิทธิ์ตามข้อมูลรับผิดชอบ,DI852001.RPT,RP,0,
"1,218",RP8530400001,รายงานแสดงการกำหนดสิทธิ์การอ่านรายงาน,DI853001.RPT,RP,0,
"1,219",RP8540400001,รายงานแสดงการกำหนดสิทธิ์การบันทึกเอกสาร,DI854001.RPT,RP,0,
"1,220",RP302003001,หนังสือรับรอง หัก ณ ที่จ่าย,DOC30201.rpt,RP,0,
"1,221",SQL003001,รายงานเอกสารขาย-สภาพเอกสารไม่ครบถ้วน,CK001001.rpt,SQL,1174,ARDETAIL DOCTYPE TRANSTKH
"1,222",SQL0210302,ใบสั่งซื้อสินทรัพย์ถาวร,DOC02102.rpt,SQL,2651,DOCINFO
"1,223",SQL0210301,ใบสั่งซื้อสินทรัพย์ถาวร พร้อมรหัสทรัพย์สิน,DOC02101.rpt,SQL,2651,DOCINFO
"1,224",SQL00103003,รายงานรายละเอียดใบสั่งซื้อทรัพย์สินถาวร - ตามเอกสาร,FA001003.rpt,SQL,821,TRANPAYF
"1,226",SQL02103004,รายงานสรุปใบสั่งซื้อทรัพย์สินถาวร,FA001014.rpt,SQL,800,TRANPAYF
"1,227",RP95103001,ใบซื้อสินทรัพย์ถาวร,DOC95101.RPT,RP,0,
"1,228",SQL00103004-1,รายงานรายละเอียดใบซื้อทรัพย์สินถาวร - ตามเอกสาร,FA001004.rpt,SQL,853,TRANPAYF
"1,230",SQL0210303,รายงานสรุปใบซื้อทรัพย์สินถาวร,FA001011.rpt,SQL,765,DOCINFO
"1,231",RP1210101,รายงานใบจัดสินค้า-ตามบิลขายสด,IC121001.rpt,RP,0,
"1,232",RP1060101,รายงานใบจัดสินค้า-ตามบิลขาย(ขายเชื่อ),IC106001.rpt,RP,0,
"1,233",RP10050101,รายงานใบจัดสินค้า-ตามใบจอง,IC105006.rpt,RP,0,
"1,235",RP16304008,รายงานการโอนย้ายสินค้า ตามเอกสาร,RP163008.rpt,RP,0,
"1,236",XX0213,รายงานสมุดรายวันคืนเบิก,WL020107.rpt,XX,1172,DOCINFO
"1,237",XX0209,รายงานสมุดรายวันเบิกวัตถุดิบใช้ไป,WL020109.rpt,XX,1157,DOCINFO
"1,238",XX0210,รายงานสมุดรายวันรับจากการผลิต,WL020110.rpt,XX,1155,DOCINFO
"1,239",XX0212,รายงานสมุดรายวันผลผลิตที่ได้,WL020112.rpt,XX,1156,DOCINFO
"1,240",XX0203,รายงานสมุดรายวันซื้อ,WL020103.rpt,XX,1313,DOCINFO
"1,241",XX0205,รายงานสมุดรายวันรับคืน,WL020105.rpt,XX,1257,DOCINFO
"1,242",XX0206,รายงานสมุดรายวันส่งคืน,WL020106.rpt,XX,1299,DOCINFO
"1,247",XX0207,รายงานสมุดรายวันเบิกใช้,WL020107.rpt,XX,1218,DOCINFO
"1,248",XX0208,รายงานสมุดรายวันชำรุด,WL020108.rpt,XX,1145,DOCINFO
"1,249",XX0204,รายงานสมุดรายวันขาย,WL020104.rpt,XX,1258,DOCINFO
"1,251",RP16304009,รายงานรายละเอียดการย้ายสินค้าออก ตามสินค้า,RP163009.rpt,RP,0,
"1,252",RP16304006,รายงานรายละเอียดรับย้าย ตามสินค้า,RP163006.rpt,RP,0,
"1,253",XX0403,รายงานรายละเอียดยอดซื้อสินค้า,WL030103.rpt,XX,1439,DOCINFO
"1,254",XX0404,รายงานรายละเอียดยอดขายสินค้า,WL030104.rpt,XX,1297,DOCINFO
"1,255",XX0406,รายงานรายละเอียดยอดส่งคืนสินค้า,WL030106.rpt,XX,1432,DOCINFO
"1,256",XX0405,รายงานรายละเอียดยอดรับคืนสินค้า,WL030105.rpt,XX,1328,DOCINFO
"1,257",XX0413,รายงานรายละเอียดยอดคืนเบิก,WL030107.rpt,XX,1269,DOCINFO
"1,261",XX0407,รายงานรายละเอียดยอดเบิกใช้สินค้า,WL030107.rpt,XX,1271,DOCINFO
"1,262",XX0408,รายงานรายละเอียดการตัดชำรุดสินค้า,WL030108.rpt,XX,1246,DOCINFO
"1,263",XX0409,รายงานรายละเอียดวัตถุดิบ (ใบแปรรูป),WL030109.rpt,XX,1267,DOCINFO
"1,264",XX0410,รายงานรายละเอียดรับจากการผลิต,WL030110.rpt,XX,1265,DOCINFO
"1,265",XX0412,รายงานรายละเอียดผลผลิต (ใบแปรรูป),WL030112.rpt,XX,1266,DOCINFO
"1,268",XX0309,รายงานสรุป - วัตถุดิบของใบแปรรูป,WL010209.rpt,XX,1196,DOCINFO
"1,269",XX0308,รายงานสรุป - ตัดชำรุดสินค้า,WL010208.rpt,XX,1184,DOCINFO
"1,270",XX0310,รายงานสรุป - รับจากการผลิต,WL010210.rpt,XX,1194,DOCINFO
"1,271",XX0312,รายงานสรุป - ผลผลิตของใบแปรรูป,WL010212.rpt,XX,1195,DOCINFO
"1,272",XX0303,รายงานสรุป - ซื้อสินค้า,WL010203.rpt,XX,1353,DOCINFO
"1,273",XX0305,รายงานสรุป - รับคืนสินค้า,WL010205.rpt,XX,1272,DOCINFO
"1,274",XX0306,รายงานสรุป - ส่งคืนสินค้า,WL010206.rpt,XX,1338,DOCINFO
"1,275",XX0307,รายงานสรุป - เบิกใช้สินค้า,WL010207.rpt,XX,1195,DOCINFO
"1,279",XX0313,รายงานสรุป - คืนเบิกสินค้า,WL010207.rpt,XX,1192,DOCINFO
"1,281",XX0304,รายงานสรุป - ขายสินค้า,WL010204.rpt,XX,1287,DOCINFO
"1,282",SQL01016001,รายงานตรวจสอบวันที่ใบปรับต้นทุนไม่ตรงกับวันที่ใบรับจากซื้อ,DI160001.rpt,SQL,246,TRANSTKD
"1,283",SQL11001001-1,รายงานการอนุมัติวงเงินเครดิต,CR110001.RPT,SQL,432,TRAPPROVE
"1,284",SQL030100001,รายงานตรวจสอบ ต้นทุนใบรับคืนเป็นศูนย์,DI030001.rpt,SQL,483,TRANSTKD
"1,287",RP50402004,รายงานใบวางบิลค้างชำระ,FN504001.rpt,RP,0,
"1,288",RP50402005,รายงานสรุปใบวางบิลค้างชำระ,FN504002.rpt,RP,0,
"1,289",SQL01040002,รายงานตรวจสอบรหัสสินค้ากับการตั้งค่าลงบัญชีผิดประเภท,GL010401.rpt,SQL,379,SKUMASTER
"1,290",SQL01040003,รายงานภาษีเงินได้นิติบุคคลถูกหัก ณ ที่จ่าย,WHT53002.rpt,SQL,722,WHTTABLE
"1,293",RP17501001,รายงานสินค้าค้างส่งแสดงลูกค้าและโครงการ,IC175001.rpt,RP,0,
"1,294",RP17501002,รายงานสินค้าค้างส่งแสดงลูกค้าและแผนก,IC175002.rpt,RP,0,
"1,295",RP17501004,รายงานค้างส่งตามลูกค้าแสดงโครงการและสินค้า,IC175004.rpt,RP,0,
"1,296",RP17501005,รายงานค้างส่งตามลูกค้าแสดงแผนกและสินค้า,IC175005.rpt,RP,0,
"1,297",RP17501007,รายงานค้างส่งตามโครงการแสดงลูกหนี้และสินค้า,IC175007.rpt,RP,0,
"1,298",RP17501008,รายงานค้างส่งตามแผนกแสดงลูกหนี้และสินค้า,IC175008.rpt,RP,0,
"1,299",RP17501003,รายงานสินค้าค้างส่งแสดงลูกค้าและพนักงานขาย,IC175003.rpt,RP,0,
"1,300",RP17501006,รายงานค้างส่งตามลูกค้าแสดงพนักงานขายและสินค้า,IC175006.rpt,RP,0,
"1,301",RP17501009,รายงานค้างส่งตามพนักงานขายแสดงลูกหนี้และสินค้า,IC175009.rpt,RP,0,
"1,302",RP01008017,รายงานสรุปยอดขาย ตามประเภทภาษี,POS01035.rpt,RP,0,
"1,303",RP01008018,รายงานรายละเอียดการขายสินค้า ตามประเภทภาษี,POS01036.rpt,RP,0,
"1,304",POS03408001,รายงานรายละเอียดการจ่ายค่าสาธารณูปโภค,POS03401.rpt,POS,0,
"1,305",POS03408002,รายงานการจ่ายค่าสาธารณูปโภค,POS03402.rpt,POS,0,
"1,306",POS0332101,รายงานนำส่งเงินตามสาขาและแคชเชียร์,POS03321.rpt,POS,0,
"1,307",POS0330111,รายงานนำส่งเงินตามแคชเชียร์,POS03311.rpt,POS,0,
"1,308",POS0330121,ใบนำส่งเงิน,POS33001.rpt,POS,0,
"1,309",POS3331001,รายงานสรุปนำส่งเงินแต่ละวัน,POS33311.rpt,POS,0,
"1,310",POS3332001,รายงานยอดนำส่งเงินแต่ละแคชเชียร์,POS33321.rpt,POS,0,
"1,311",POS3333001,รายงานยอดนำส่งเงินแต่ละสาขา,POS33331.rpt,POS,0,
"1,312",SQL00103002,รายงานสรุปยอดลูกหนี้ยกมา,AR103001.rpt,SQL,432,DOCINFO
"1,313",SQL00103004,รายงานสรุปยอดเจ้าหนี้ยกมา,AP103001.rpt,SQL,459,DOCINFO
"1,315",SQL00103017,รายงานสรุปใบรับชำระลูกหนี้ยกมา,AR103004.rpt,SQL,534,DOCINFO
"1,316",SQL00103020,รายงานสรุปใบรับชำระเจ้าหนี้ยกมา,AP103004.rpt,SQL,618,DOCINFO
"1,317",SQL03010022,รายงานสรุปเช็ครับยกมา,CQ030001.rpt,SQL,315,DOCINFO
"1,318",SQL03010023,รายงานสรุปเช็คจ่ายยกมา,CQ030002.rpt,SQL,295,DOCINFO
"1,321",POS03308002,รายงานสรุปการนำส่งเงิน,POS03302.rpt,POS,0,
"1,322",SQL12000012_01,รายงานสรุปเบิกใช้ ตามสินค้า.,IC120064.rpt,SQL,1175,SKUMOVE
"1,323",SQL12000024_01,รายงานสรุปเบิกใช้สินค้า ตามประเภท.,IC120065.rpt,SQL,1199,SKUMOVE
"1,324",SQL12000025_01,รายงานสรุปใบเบิกใช้สินค้า ตามหมวด(หลังปิดต้นทุน),IC120066.rpt,SQL,1205,SKUMOVE
